target,ret,risk
0.0240958497700994,0.12624414392696576,0.13174065671068672
0.03868855114786937,0.12624414392696576,0.13174065671068672
0.053281252525639346,0.12624414392696576,0.13174065671068672
0.06787395390340932,0.12624414392696576,0.13174065671068672
0.08246665528117929,0.12624414392696576,0.13174065671068672
0.09705935665894927,0.12624414392696576,0.13174065671068672
0.11165205803671924,0.12624414392696576,0.13174065671068672
0.1262447594144892,0.1262447594144892,0.1317406587791867
0.14083746079225917,0.14083746079225917,0.13225881047105228
0.15543016217002917,0.15543016217002917,0.13346662069863385
0.17002286354779914,0.17002286354779916,0.13522699639235564
0.1846155649255691,0.1846155649255691,0.13752040680238248
0.19920826630333907,0.19920826630333907,0.14037914728522774
0.21380096768110904,0.21380096768110898,0.1437740645755579
0.22839366905887903,0.2283936690588791,0.14776623222266744
0.242986370436649,0.24298637043664903,0.15231688172175295
0.25757907181441897,0.25757907181441897,0.15740212635128642
0.27217177319218894,0.272171773192189,0.1629833115060164
0.2867644745699589,0.2867644745699589,0.1690981149068923
0.3013571759477289,0.30135717594772893,0.17575007819354846
0.31594987732549884,0.31594987732549884,0.18296065611247805
0.3305425787032688,0.33054257870326886,0.19066953130554692
0.3451352800810388,0.3451352800810387,0.19883312341162415
0.35972798145880874,0.3597279814588088,0.20752854345721408
0.3743206828365787,0.3743206828365788,0.21667665380267298
0.3889133842143487,0.3889133842143487,0.22621552106497203
0.40350608559211865,0.40350608559211865,0.23612039399742873
0.41809878696988867,0.41809878696988867,0.2463557290440186
0.43269148834765864,0.43269148834765864,0.2569655929930831
0.4472841897254286,0.4472841897254286,0.26794234608480344
0.4618768911031986,0.4618768911031985,0.2792283159999249
0.47646959248096854,0.47646959248096854,0.2908035313443984
0.4910622938587385,0.49106229385873856,0.3027001024418118
0.5056549952365085,0.5056549952365085,0.31486269020189295
0.5202476966142785,0.5202476966142784,0.32730491752728325
0.5348403979920484,0.5348403979920477,0.3402040161478895
0.5494330993698184,0.5494330993698175,0.35376224645418236
0.5640258007475883,0.5640258007475876,0.36788698361994854
0.5786185021253584,0.578618502125358,0.38259550198261677
0.5932112035031283,0.5932112035031283,0.39791247828013115
0.6078039048808983,0.6078039048808985,0.4137238300003766
0.6223966062586682,0.6223966062586685,0.4299750220126331
0.6369893076364382,0.6369893076364388,0.44661804319215276
0.6515820090142083,0.6515820090142087,0.463610696986437
0.6661747103919782,0.666174710391868,0.4825586692769524
