target,ret,risk,sharpe
0.024095835585689774,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.0386885372529375,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.053281238920185214,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.06787394058743294,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.08246664225468066,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.09705934392192837,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.1116520455891761,0.12624415823859658,0.13174065611747926,0.6926044011594259
0.12624474725642384,0.12624474725642384,0.13174065809696314,0.692608861793193
0.14083744892367156,0.14083744892367156,0.13225880965948,0.8002298614070837
0.15543015059091927,0.15543015059091925,0.13346662008018903,0.9023241205820808
0.170022852258167,0.170022852258167,0.13522699464214052,0.9984903725434868
0.18461555392541473,0.18461555392541473,0.13752040482456668,1.0879516688180035
0.19920825559266245,0.19920825559266242,0.14037914475963256,1.1697482263040695
0.21380095725991016,0.21380095725991016,0.1437740612725823,1.243624584833283
0.2283936589271579,0.2283936589271579,0.14776622762520447,1.3087811879293774
0.24298636059440562,0.24298636059440565,0.15231687589197554,1.3654846803837508
0.25757906226165334,0.25757906226165334,0.15740212028801834,1.4140791868265346
0.272171763928901,0.2721717639289011,0.1629833054460144,1.4551905379502836
0.28676446559614877,0.28676446559614865,0.16909811158472748,1.4888662164036097
0.3013571672633965,0.30135716726339645,0.17575007849531785,1.5155450827892087
0.3159498689306442,0.31594986893064425,0.1829606600387726,1.535575291820143
0.33054257059789194,0.33054257059789194,0.19066953791882713,1.5500251053406964
0.3451352722651397,0.34513527226513974,0.1988331342351483,1.5597766109664644
0.35972797393238737,0.35972797393238737,0.20752855662624928,1.564738748302527
0.3743206755996351,0.3743206755996351,0.21667666987795683,1.5660231246435414
0.38891337726688285,0.38891337726688285,0.2262155394052036,1.564496312664637
0.40350607893413054,0.4035060789341306,0.23612041466839498,1.5606701328712158
0.4180987806013783,0.4180987806013783,0.24635575172105548,1.555063268971916
0.432691482268626,0.432691482268626,0.256965617347169,1.5476447252915233
0.4472841839358737,0.4472841839358738,0.2679423717803252,1.5387046893571894
0.46187688560312146,0.46187688560312146,0.27922834250324213,1.5287734825778474
0.47646958727036914,0.47646958727036903,0.2908035585622984,1.5181024243752288
0.4910622889376169,0.4910622889376169,0.3027001302416943,1.5066471513357755
0.5056549906048646,0.5056549906048646,0.31486271736175925,1.494794285422205
0.5202476922721123,0.5202476922721123,0.32730494389427706,1.482555339673856
0.53484039393936,0.5348403939393593,0.3402040389070497,1.4692370953183342
0.5494330956066077,0.5494330956066069,0.3537622656436611,1.4541774111227195
0.5640257972738555,0.5640257972738547,0.3678869992890796,1.4380116674309409
0.5786184989411032,0.5786184989411027,0.38259551618602017,1.420870020538328
0.5932112006083509,0.5932112006083508,0.3979124899087861,1.40284915594459
0.6078039022755986,0.6078039022755988,0.4137238387635119,1.3845078494570828
0.6223966039428463,0.6223966039428466,0.42997502766214984,1.3661179513997024
0.636989305610094,0.6369893056100946,0.4466180455164803,1.34788397301309
0.6515820072773417,0.6515820072773422,0.4636106958051104,1.3299563898252615
0.6661747089445895,0.6661747089444794,0.48255866666842023,1.307975076485731
